"id","sid","2015-10-08 00:00:00","2015-10-08 00:10:00","2015-10-08 00:20:00","2015-10-08 00:30:00","2015-10-08 00:40:00","2015-10-08 00:50:00","2015-10-08 01:00:00","2015-10-08 01:10:00","2015-10-08 01:20:00","2015-10-08 01:30:00","2015-10-08 01:40:00","2015-10-08 01:50:00","2015-10-08 02:00:00","2015-10-08 02:10:00","2015-10-08 02:20:00","2015-10-08 02:30:00","2015-10-08 02:40:00","2015-10-08 02:50:00","2015-10-08 03:00:00","2015-10-08 03:10:00","2015-10-08 03:20:00","2015-10-08 03:30:00","2015-10-08 03:40:00","2015-10-08 03:50:00","2015-10-08 04:00:00","2015-10-08 04:10:00","2015-10-08 04:20:00","2015-10-08 04:30:00","2015-10-08 04:40:00","2015-10-08 04:50:00","2015-10-08 05:00:00","2015-10-08 05:10:00","2015-10-08 05:20:00","2015-10-08 05:30:00","2015-10-08 05:40:00","2015-10-08 05:50:00","2015-10-08 06:00:00","2015-10-08 06:10:00","2015-10-08 06:20:00","2015-10-08 06:30:00","2015-10-08 06:40:00","2015-10-08 06:50:00","2015-10-08 07:00:00","2015-10-08 07:10:00","2015-10-08 07:20:00","2015-10-08 07:30:00","2015-10-08 07:40:00","2015-10-08 07:50:00","2015-10-08 08:00:00","2015-10-08 08:10:00","2015-10-08 08:20:00","2015-10-08 08:30:00","2015-10-08 08:40:00","2015-10-08 08:50:00","2015-10-08 09:00:00","2015-10-08 09:10:00","2015-10-08 09:20:00","2015-10-08 09:30:00","2015-10-08 09:40:00","2015-10-08 09:50:00","2015-10-08 10:00:00","2015-10-08 10:10:00","2015-10-08 10:20:00","2015-10-08 10:30:00","2015-10-08 10:40:00","2015-10-08 10:50:00","2015-10-08 11:00:00","2015-10-08 11:10:00","2015-10-08 11:20:00","2015-10-08 11:30:00","2015-10-08 11:40:00","2015-10-08 11:50:00","2015-10-08 12:00:00","2015-10-08 12:10:00","2015-10-08 12:20:00","2015-10-08 12:30:00","2015-10-08 12:40:00","2015-10-08 12:50:00","2015-10-08 13:00:00","2015-10-08 13:10:00","2015-10-08 13:20:00","2015-10-08 13:30:00","2015-10-08 13:40:00","2015-10-08 13:50:00","2015-10-08 14:00:00","2015-10-08 14:10:00","2015-10-08 14:20:00","2015-10-08 14:30:00","2015-10-08 14:40:00","2015-10-08 14:50:00","2015-10-08 15:00:00","2015-10-08 15:10:00","2015-10-08 15:20:00","2015-10-08 15:30:00","2015-10-08 15:40:00","2015-10-08 15:50:00","2015-10-08 16:00:00","2015-10-08 16:10:00","2015-10-08 16:20:00","2015-10-08 16:30:00","2015-10-08 16:40:00","2015-10-08 16:50:00","2015-10-08 17:00:00","2015-10-08 17:10:00","2015-10-08 17:20:00","2015-10-08 17:30:00","2015-10-08 17:40:00","2015-10-08 17:50:00","2015-10-08 18:00:00","2015-10-08 18:10:00","2015-10-08 18:20:00","2015-10-08 18:30:00","2015-10-08 18:40:00","2015-10-08 18:50:00","2015-10-08 19:00:00","2015-10-08 19:10:00","2015-10-08 19:20:00","2015-10-08 19:30:00","2015-10-08 19:40:00","2015-10-08 19:50:00","2015-10-08 20:00:00","2015-10-08 20:10:00","2015-10-08 20:20:00","2015-10-08 20:30:00","2015-10-08 20:40:00","2015-10-08 20:50:00","2015-10-08 21:00:00","2015-10-08 21:10:00","2015-10-08 21:20:00","2015-10-08 21:30:00","2015-10-08 21:40:00","2015-10-08 21:50:00","2015-10-08 22:00:00","2015-10-08 22:10:00","2015-10-08 22:20:00","2015-10-08 22:30:00","2015-10-08 22:40:00","2015-10-08 22:50:00","2015-10-08 23:00:00","2015-10-08 23:10:00","2015-10-08 23:20:00","2015-10-08 23:30:00","2015-10-08 23:40:00","2015-10-08 23:50:00","2015-10-09 00:00:00"
"279",517,0,0,0,0,0,0,5,11,4,2,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,19,19,19,19,19,19,19,19,19,17,18,16,15,15,14,18,16,16,13,12,17,21,21,26,28,27,25,29,31,33,32,30,34,33,34,37,38,35,34,33,33,34,38,40,42,40,41,40,39,42,40,40,37,37,37,35,34,37,38,38,38,37,35,35,34,33,38,36,34,35,36,35,37,44,44,44,51,46,48,43,32,32,18,11,1,0,0,0,0,0,0,0,1
"280",518,1,0,0,0,0,2,0,0,3,2,3,7,8,7,8,5,7,7,7,8,6,8,9,8,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,5,5,5,5,8,8,8,8,8,8,8,7,7,6,6,6,5,4,1,2,0,1,1,0,0,1,0,0,0,0,1,2,1,1,3,4,5,7,8,5,5,7,6,8,6,7,7,8,8,10,9,9,8,9,12,7,8,8,12,8,7,6,7,8,7,7,7,7,6,3,2,2,1,1,3,5,4,5,9,6,6,4,2,2,4,1,7,6,9,4,0,1,0,2,2,2,2,2,3,6
"281",519,2,0,0,0,0,0,16,19,8,8,2,0,1,1,2,0,2,2,1,2,2,2,0,0,0,1,2,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,29,29,29,29,30,30,30,30,27,29,29,28,25,22,19,19,9,11,9,9,15,16,18,15,17,12,11,19,22,31,28,32,36,38,43,43,41,40,40,44,43,43,40,39,40,43,41,41,40,40,44,42,44,46,46,46,48,46,45,45,44,46,46,45,49,47,52,50,49,48,49,46,52,56,56,57,57,55,56,50,36,32,30,31,14,0,0,0,0,1,2,1,0
"282",520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,9,10,12,17,21,25,27,34,38,38,31,23,14,2,10,11,16,21,30,25,23,26,17,16,12,13,2,5,7,3,2,4,3,4,5,9,8,9,9,8,6,5,5,6,6,6,11,9,10,9,8,6,4,4,5,3,2,4,2,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"283",521,37,36,37,35,36,35,37,35,36,35,36,36,33,34,33,32,33,32,31,31,30,31,32,31,31,30,29,29,28,28,27,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,29,27,28,28,27,25,19,12,6,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,1,1,0,3,1,2,7,6,7,8,7,5,7,9,9,12,13,14,16,15,19,19,17,20,22,25,27,31,35,37,37,38,38,36,37,38,38,38,38,38,38,38,38,38,38,37,37,33,37,37,37,37,37,37
"284",522,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,3,4,4,4,8,9,11,13,13,15,19,21,22,32,35,36,42,44,51,51,50,51,51,51,51,51,51,51,51,51,51,50,48,48,49,50,51,48,48,46,45,47,46,45,47,47,46,46,46,46,46,44,44,43,43,44,44,43,44,42,43,43,42,39,37,35,33,25,18,13,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
"285",523,24,22,20,20,21,25,24,22,20,18,16,16,17,11,7,7,6,6,6,6,4,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,5,3,0,1,2,0,0,0,1,2,0,2,0,2,0,3,4,6,6,3,0,2,5,5,0,2,1,4,5,3,5,5,4,5,4,2,3,3,2,1,2,0,1,3,4,6,4,6,5,4,6,5,6,4,6,8,12,12,12,12,12,12,13,13,14,19,22,28,30,29,35,36,32,26,32,29,29,33,33,38,37,37
"286",524,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,8,9,10,11,12,17,18,26,29,33,38,49,57,57,57,56,57,56,56,57,57,57,56,57,55,57,56,55,57,57,55,56,56,56,54,55,56,56,56,57,56,55,55,50,49,49,49,53,50,48,45,45,46,44,43,41,39,40,41,38,35,30,29,25,23,16,2,0,0,2,5,16,27,21,14,12,0,0,1,0,0
"287",525,1,2,1,0,0,0,0,0,0,1,4,5,6,6,6,6,5,6,8,9,10,12,12,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,17,16,17,19,19,20,20,22,23,23,23,23,24,24,23,23,22,22,22,22,23,22,20,19,18,21,24,26,27,26,24,25,23,20,18,18,20,23,23,23,21,22,21,23,29,29,34,38,35,38,38,37,32,31,28,28,27,28,27,31,24,17,18,17,11,12,7,8,13,15,14,14,8,8,5,3,3,4,2,1,1,0,0
"288",526,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,3,5,3,3,5,6,3,3,5,11,20,23,25,26,27,31,31,33,32,34,34,34,33,32,34,33,32,33,32,32,31,31,28,28,26,27,27,24,29,28,28,28,26,25,25,32,35,34,33,32,27,25,25,25,25,25,24,28,22,20,18,13,15,2,1,0,0,0,1,3,1,1,0,0,0,0,0,0
"289",527,6,5,1,2,7,7,11,10,9,12,15,17,16,16,16,15,14,17,18,18,19,18,19,19,22,25,26,26,26,26,26,26,27,27,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,27,26,25,26,27,26,27,21,18,14,8,0,2,2,3,0,1,3,3,1,0,2,2,1,2,2,0,0,1,0,0,1,0,0,1,2,1,0,1,1,2,1,1,7,23,24,26,21,21,22,21,16,15,13,14,12,9,7,6,6,7,4,3,4,10,9,12,14,5,6,7,11,9,13,12,15,20,19,23,17,18,15,17,17,21
"290",528,12,14,14,10,9,8,10,10,9,11,11,8,11,10,12,9,12,12,10,9,9,9,9,8,9,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,6,6,6,5,3,2,1,1,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,2,0,2,3,3,0,0,2,1,0,1,1,0,0,0,0,0,1,2,3,2,1,1,0,1,0,0,1,0,0,2,3,2,1,0,1,0,0,1,2,0,0,3,0,0,2,4,6,14,12,12,15,15,16,20,20,22
"291",529,38,39,39,38,38,38,37,37,37,36,35,35,34,35,35,35,36,36,37,39,39,39,39,39,39,39,38,37,37,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,37,33,30,28,26,28,35,35,34,37,35,30,28,19,5,0,0,0,0,0,3,0,0,0,0,2,6,7,3,0,1,3,4,2,2,1,2,1,0,1,5,16,19,18,17,17,15,13,14,16,14,14,15,15,16,17,18,20,20,21,18,15,14,12,10,15,18,18,26,23,17,26,20,24,30,24,32,34,35,36,35,39,40,40,39,40,40,40
"292",530,17,16,17,19,21,23,23,23,22,23,25,26,27,28,29,30,33,32,32,32,32,32,32,32,32,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,34,34,34,33,33,33,33,35,36,36,36,36,36,36,36,36,33,33,30,28,27,22,16,11,10,11,10,9,7,7,8,10,11,12,12,11,10,10,11,11,10,10,8,6,6,6,7,6,7,7,9,11,12,12,11,12,10,12,13,14,13,16,14,12,11,11,11,11,11,10,7,5,0,0,2,1,0,3,7,5,6,7,10,6,7,11,11,11,13,13
"293",531,12,13,14,14,15,11,10,11,10,11,10,12,12,10,10,9,7,11,12,13,15,16,16,17,18,18,18,17,18,18,18,18,17,17,17,17,17,18,18,18,17,17,17,16,16,16,17,17,17,17,17,17,17,17,18,19,19,19,18,17,18,18,18,19,17,17,17,16,13,14,14,10,8,8,9,10,9,8,6,3,0,0,0,1,1,0,0,1,1,1,2,3,2,2,1,4,4,3,4,4,7,4,5,5,6,6,9,8,7,6,3,2,2,3,3,3,1,3,1,1,1,2,2,1,2,4,7,7,7,4,4,4,5,7,2,4,7,8,7,8,10,13,11,8,9
"294",532,39,39,37,37,37,37,37,39,40,33,23,23,22,22,22,22,22,22,23,23,23,23,21,20,21,21,21,21,21,23,23,23,23,23,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,25,25,26,27,26,25,25,25,25,25,25,25,25,24,23,21,19,17,16,15,11,11,9,7,7,6,6,6,5,5,5,3,3,4,5,4,6,6,6,5,6,5,5,5,8,4,2,2,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,3,3,2,2,2,2,2,3,3,5,6,5,4,8,10,16,16,19,20,18,17
"295",533,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,6,7,7,7,7,4,4,3,3,0,0,2,0,0,2,1,7,11,17,21,26,29,35,34,38,38,40,39,37,38,40,40,40,44,44,45,44,44,43,44,44,45,47,45,46,47,44,45,41,41,39,39,40,44,42,39,39,38,37,37,35,34,36,37,36,35,32,33,32,26,23,16,11,3,0,0,1,0,1,1,0,0,0,0
"296",534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,5,4,5,8,9,11,11,12,15,17,21,24,27,27,29,30,30,30,29,29,29,29,28,28,28,28,28,28,28,28,26,22,20,19,19,21,21,23,26,24,25,27,26,26,26,27,29,27,28,27,27,26,27,28,28,29,27,25,26,25,24,23,22,17,15,12,9,9,2,0,0,1,1,0,0,1,2,0,0,0,1
"297",536,1,0,0,1,0,0,0,1,1,0,0,0,2,2,3,6,7,8,8,8,9,9,9,10,11,11,13,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,7,11,13,15,17,20,20,19,19,16,21,24,23,21,16,13,10,11,10,9,6,8,11,11,11,11,15,15,11,11,9,7,4,3,0,1,0,1,2,1,0,1,1,1,1,5,2,1,1,3,2,0,0,1,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,3,0,0,6,5,11,11,8,15,11,12,8,7,7
"298",537,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,4,2,1,3,4,5,4,7,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,5,5,5,3,4,6,10,14,20,25,35,36,36,32,30,33,37,36,36,37,37,36,37,35,36,37,36,37,37,33,34,33,37,37,36,35,37,37,35,34,31,31,26,26,29,32,32,32,32,30,32,31,31,30,30,33,37,32,34,32,31,28,24,20,21,19,15,14,19,19,15,13,12,7,4,0,1
"299",539,17,18,18,16,14,16,14,14,14,13,13,13,13,12,12,12,12,11,9,7,8,7,7,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,6,5,5,5,5,5,7,7,8,8,8,8,8,5,3,3,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,4,5,7,5,3,3,1,0,1,1,1,2,2,2,2,2,0,0,0,0,0,3,3,3,2,2,0,1,7,10,9,13,13,14,15,16,16
"300",540,0,0,3,0,1,0,0,1,6,5,3,0,0,0,1,0,0,2,1,0,0,0,0,3,3,2,2,4,4,5,5,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,1,0,1,0,2,2,3,0,2,5,5,11,13,13,16,16,20,19,19,16,15,19,19,20,19,20,23,24,24,26,26,26,25,25,25,26,25,26,26,24,25,26,25,25,25,25,24,28,28,27,28,28,27,27,28,27,25,26,26,27,26,22,10,7,5,7,8,5,8,8,4,1,0,0,1,0,3
"301",545,20,21,22,24,27,26,27,24,24,27,27,27,27,27,26,26,26,27,27,27,26,27,25,25,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,21,21,20,18,17,19,17,17,16,14,15,16,19,22,20,22,16,16,8,0,0,0,0,2,1,2,5,4,2,0,2,1,2,2,1,1,2,0,1,3,3,0,1,3,3,4,5,7,9,13,13,13,13,9,11,12,16,16,15,14,13,13,8,6,5,4,1,0,1,6,11,11,13,16,15,15,19,20,24,26,24,25,26,24,23,23
"302",546,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,1,1,1,1,1,2,2,3,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,5,6,6,7,9,8,7,9,11,11,9,8,8,5,6,7,9,8,10,10,18,20,25,33,34,35,35,34,36,33,36,36,36,36,35,33,33,35,34,33,36,35,34,33,36,29,25,27,25,29,29,30,30,33,34,34,33,32,33,33,31,32,29,24,13,14,12,8,8,7,5,1,0,1,0,2,2,0,5,3,3,6,3,0,1,1,2
"303",2000,1,1,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,2,2,3,3,6,8,9,9,10,10,11,13,15,17,17,17,18,17,20,22,24,24,24,24,24,24,25,26,27,26,27,27,26,26,26,27,28,27,27,26,26,27,27,28,28,28,28,29,18,6,6,8,7,7,7,5,5,3,3,2,1,2,3,2,1,0,0,0,0,0,2
"304",2001,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,10,10,10,10,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,9,10,10,10,10,10,10,10,8,8,8,8,8,8,8
"305",2002,16,17,17,17,18,19,20,19,19,20,20,20,21,20,20,21,20,22,23,23,23,22,21,22,23,23,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,22,21,19,18,17,16,14,14,14,15,14,15,16,18,17,15,14,16,14,13,13,14,14,12,13,13,12,13,13,12,13,13,11,10,9,9,10,10,11,11,10,10,10,11,11,11,13,16,15,11,8,8,9,9,10,11,10,10,12,9,8,8,6,6,7,6,6,7,8,9,10,11,13,13,15,15,15,16,16
"306",2003,37,37,37,37,37,37,37,35,36,36,36,35,37,37,37,37,37,37,35,37,37,37,36,37,37,36,34,34,34,36,36,36,35,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,30,29,30,28,27,27,24,19,15,12,12,10,6,3,2,1,0,0,0,0,1,0,0,0,0,0,2,1,0,4,3,2,1,1,0,0,0,0,1,2,1,0,1,2,1,1,0,0,0,0,1,1,0,1,4,4,3,3,2,2,1,2,3,2,5,3,3,5,9,14,13,13,16,20,24,28,33,33,33,32,31,30,31
"307",2004,1,5,5,5,7,6,3,2,4,3,3,1,1,0,0,1,2,0,0,0,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,3,5,5,4,4,4,5,6,4,5,8,10,14,17,22,30,33,33,34,34,34,34,34,34,34,34,34,34,33,34,32,31,31,33,33,31,30,32,33,34,34,34,34,33,33,34,29,29,30,30,30,32,32,31,33,32,33,29,30,26,25,23,25,18,15,9,7,4,0,0,0,0,0,0,2,2,3,3,4,4
"308",2005,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,8,7,7,7
"309",2006,0,0,1,1,1,1,3,3,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,9,11,11,12,13,14,14,16,20,27,33,36,41,45,47,44,41,42,46,44,45,45,46,46,46,45,45,45,44,42,44,44,44,43,43,35,37,35,37,31,27,26,22,35,39,45,44,45,43,39,36,34,36,35,37,36,35,40,37,33,40,42,46,46,46,45,41,42,35,38,27,20,10,1,0,1,0,0,0,0,0,0
"310",2008,2,6,8,6,7,8,7,6,6,6,8,9,8,8,9,9,7,7,9,11,11,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,14,13,13,14,14,13,13,14,14,13,12,13,13,11,11,10,11,11,13,11,8,5,1,1,3,6,4,5,3,8,9,9,10,6,5,4,4,5,5,5,4,3,4,5,3,1,0,3,2,3,2,4,4,6,6,6,6,7,8,10,16,21,17,17,18,16,18,3,4,6,4,5,3,0,1,2,0,1,1,1,0,0,0,0,1,3,0,0,0,1,0
"311",2009,25,25,25,26,28,28,29,29,30,30,30,31,31,31,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,31,31,31,31,31,31,30,30,28,28,25,23,21,19,20,19,16,14,15,17,15,15,15,15,16,16,16,16,16,16,14,13,12,12,12,13,13,13,13,13,14,13,13,14,14,14,14,14,16,13,13,13,12,13,15,14,14,14,15,14,15,15,15,16,18,18,17,18,21,21,22,23,24,24,24,24,25,25,26,26
"312",2010,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,5,5,4,4,3,3,5,7,9,12,19,22,24,27,29,32,37,39,39,39,39,38,39,37,37,35,31,24,25,26,28,27,28,28,28,31,34,34,34,33,34,29,30,28,29,32,32,30,29,30,29,29,29,29,30,29,28,24,24,25,25,25,19,14,14,11,8,6,1,3,3,2,2,1,3,3
"313",2012,2,2,2,2,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,2,3,3,4,4,5,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,11,12,13,14,15,16,18,22,22,26,26,28,31,31,31,31,31,30,32,31,28,25,23,19,18,17,19,22,25,26,26,27,27,29,28,26,24,22,20,19,18,17,16,17,15,15,15,15,15,15,16,13,12,11,9,7,6,5,1,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
"314",2017,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,0,0,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,6,7,4,5,11,19,15,18,19,20,23,25,28,27,27,27,30,30,30,31,31,31,32,32,31,30,33,33,33,32,32,31,31,32,33,33,33,33,33,32,30,30,28,27,28,28,27,27,26,26,25,23,19,17,16,16,15,17,10,6,4,0,0,0,0,0,0,1,0,0,0,0
"315",2021,5,6,5,4,1,2,5,7,7,5,3,1,1,1,0,0,1,3,5,2,1,2,1,1,0,0,0,0,0,0,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,2,6,6,6,4,4,5,0,0,0,0,0,3,3,3,5,1,1,1,0,0,0,1,3,6,5,5,3,4,4,5,3,4,4,4,4,4,7,7,8,5,7,10,7,4,6,4,1,1,5,4,1,1,1,2,5,2,3,0,3,3,5,5,7,3,2,0,4,1,6,7,12,15,18,21,24,20,21,21
"316",2022,19,18,19,20,20,20,20,19,20,21,21,21,21,20,20,20,20,20,19,19,21,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,26,27,25,26,26,26,25,25,25,26,27,27,27,27,26,26,28,27,27,27,27,27,28,25,25,25,24,25,26,25,25,25,25,25,25,25,25,26,26,25,25,25,25,24,22,23,23,23,23,23,22,22,21,20,19,17,17,17,17,17,15,15,14,13,10,10,12,13,12,12,13,11,11
"317",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,3,6,10,12,19,23,32,34,34,34,34,34,34,33,33,33,33,33,32,33,32,33,33,32,33,33,33,32,31,30,28,27,27,28,30,30,29,27,26,26,27,28,27,27,26,24,24,25,25,24,21,21,23,22,21,22,23,21,18,12,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"318",3002,10,8,9,9,9,13,15,19,23,24,24,24,23,23,17,17,19,22,22,23,22,22,22,20,20,20,20,20,20,20,20,20,14,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,2,2,2,4,5,4,6,10,8,9,9,5,7,10,9,13,7,8,11,16,20,23,24,24,24,24,23,22,21,21,22,21,22,19,16,18,19,13,11,9,9,6,8,10,7,3,6,5,4,5,4,4,3,2,2,3,1,4,6,7,6,4,5,6,5,4,3,1,2,3,3,2,2,5,2,2,2,2,1,3,1,1,2,1,1
